"station_id","name","state","local_authority","latitude","longitude","existing_charger_count","proposed_charger_count","ac_charger_count","dc_charger_count","indoor_outdoor","status","data_as","source_name","source_url","source_record_id","retrieved_at_utc"
"mevnet-1","AEON MALL TAIPING","PERAK","Majlis Perbandaran Taiping","4.8731511","100.7308056","2","8","0","2","Outdoor","Existing","31-Aug-24","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1","2026-07-26T09:23:16Z"
"mevnet-2","Lotus's Taiping","PERAK","Majlis Perbandaran Taiping","4.865945","100.7301758","0","8","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","2","2026-07-26T09:23:16Z"
"mevnet-3","Taiping Municipal Council","PERAK","Majlis Perbandaran Taiping","4.8546404","100.7437868","0","2","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","3","2026-07-26T09:23:16Z"
"mevnet-4","KFC Taiping Lake Garden DT","PERAK","Majlis Perbandaran Taiping","4.8526337","100.7460001","0","2","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","4","2026-07-26T09:23:16Z"
"mevnet-5","Perak Museum","PERAK","Majlis Perbandaran Taiping","4.860418","100.7453769","0","2","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","5","2026-07-26T09:23:16Z"
"mevnet-6","Taiping Zoo","PERAK","Majlis Perbandaran Taiping","4.8549951","100.751032","0","2","0","0","TM","Newly Proposed","6-Feb-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","6","2026-07-26T09:23:16Z"
"mevnet-7","Hotel Grand Baron","PERAK","Majlis Perbandaran Taiping","4.8573431","100.7560013","0","2","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","7","2026-07-26T09:23:16Z"
"mevnet-8","Hotel Taiping Perdana","PERAK","Majlis Perbandaran Taiping","4.8432382","100.7401131","0","1","0","0","TM","Newly Proposed","2-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","8","2026-07-26T09:23:16Z"
"mevnet-9","KPJ Taiping Medical Centre","PERAK","Majlis Perbandaran Taiping","4.8472381","100.7324681","0","2","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","9","2026-07-26T09:23:16Z"
"mevnet-10","FLEMINGTON HOTEL","PERAK","Majlis Perbandaran Taiping","4.8476573","100.7502848","2","2","2","0","Indoor","Existing","1-Oct-24","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","10","2026-07-26T09:23:16Z"
"mevnet-11","Taiping Mall","PERAK","Majlis Perbandaran Taiping","4.8497629","100.7425103","0","5","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","11","2026-07-26T09:23:16Z"
"mevnet-12","Spritzer EcoPark","PERAK","Majlis Perbandaran Taiping","4.8207441","100.7520321","0","3","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","12","2026-07-26T09:23:16Z"
"mevnet-13","McDonald's Simpang DT","PERAK","Majlis Perbandaran Taiping","4.8223702","100.7078993","0","2","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","13","2026-07-26T09:23:16Z"
"mevnet-14","Econsave Kamunting (Hypermarket | Wholesale)","PERAK","Majlis Perbandaran Taiping","4.897515","100.7157028","0","3","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","14","2026-07-26T09:23:16Z"
"mevnet-15","AEON KINTA CITY","PERAK","Majlis Bandaraya Ipoh","4.6142838","101.1175449","2","8","0","2","Outdoor","Existing","31-Aug-24","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","15","2026-07-26T09:23:16Z"
"mevnet-16","MYDIN MALL MERU RAYA","PERAK","Majlis Bandaraya Ipoh","4.6709985","101.0745249","2","8","0","2","Indoor","Existing","1-Oct-24","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","16","2026-07-26T09:23:16Z"
"mevnet-17","Econsave Chemor","PERAK","Majlis Bandaraya Ipoh","4.7156863","101.1098768","0","3","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","17","2026-07-26T09:23:16Z"
"mevnet-18","AEON Mall Klebang","PERAK","Majlis Bandaraya Ipoh","4.6773225","101.1229943","0","8","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","18","2026-07-26T09:23:16Z"
"mevnet-19","MYDIN MANJOI","PERAK","Majlis Bandaraya Ipoh","4.6236068","101.0692036","0","8","0","0","TM","Newly Proposed","31-Aug-24","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","19","2026-07-26T09:23:16Z"
"mevnet-20","Econsave Bandar Seri Botani (Hypermarket | Wholesale)","PERAK","Majlis Bandaraya Ipoh","4.5234866","101.1040954","0","3","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","20","2026-07-26T09:23:16Z"
"mevnet-21","SHELL RTC PERAK REST AREA (SIMPANG PULAI)","PERAK","Majlis Daerah Batu Gajah","4.4971588","101.1552585","2","3","0","2","Outdoor","Existing","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","21","2026-07-26T09:23:16Z"
"mevnet-22","Lotus’s Pulai Hartamas Ipoh","PERAK","Majlis Bandaraya Ipoh","4.5498757","101.1171395","0","8","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","22","2026-07-26T09:23:16Z"
"mevnet-23","Batu Gajah District Council","PERAK","Majlis Daerah Batu Gajah","4.4795786","101.0378802","0","3","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","23","2026-07-26T09:23:16Z"
"mevnet-24","UNIVERSITI TEKNOLOGI PETRONAS","PERAK","Majlis Daerah Perak Tengah","4.3836276","100.9712085","2","5","2","0","Outdoor","Existing","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","24","2026-07-26T09:23:16Z"
"mevnet-25","Lotus's Seri Iskandar","PERAK","Majlis Daerah Perak Tengah","4.3658798","100.9801925","0","8","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","25","2026-07-26T09:23:16Z"
"mevnet-26","AEON Mall Ipoh Station 18","PERAK","Majlis Bandaraya Ipoh","4.5459105","101.0704637","0","8","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","26","2026-07-26T09:23:16Z"
"mevnet-27","AEON BIG - Falim","PERAK","Majlis Bandaraya Ipoh","4.5816492","101.0596232","0","8","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","27","2026-07-26T09:23:16Z"
"mevnet-28","Billion Mart (Jelapang)","PERAK","Majlis Bandaraya Ipoh","4.6166374","101.055895","0","3","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","28","2026-07-26T09:23:16Z"
"mevnet-29","Hotel Casuarina @ Meru","PERAK","Majlis Bandaraya Ipoh","4.6679349","101.077556","0","3","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","29","2026-07-26T09:23:16Z"
"mevnet-30","Econsave Klebang (Hypermarket | Wholesale)","PERAK","Majlis Bandaraya Ipoh","4.6871421","101.1200249","0","3","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","30","2026-07-26T09:23:16Z"
"mevnet-31","THE HAVEN ALL SUITE RESORT","PERAK","Majlis Bandaraya Ipoh","4.6371731","101.1624289","8","4","8","0","Outdoor","Existing","1-Oct-24","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","31","2026-07-26T09:23:16Z"
"mevnet-32","SUNWAY LOST WORLD HOTEL","PERAK","Majlis Bandaraya Ipoh","4.6247386","101.1545818","2","4","2","0","Outdoor","Existing","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","32","2026-07-26T09:23:16Z"
"mevnet-33","MYDIN GOPENG","PERAK","Majlis Daerah Kampar","4.49374","101.1531937","2","5","0","2","Outdoor","Existing","1-Oct-24","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","33","2026-07-26T09:23:16Z"
"mevnet-34","Grand Kampar Hotel","PERAK","Majlis Daerah Kampar","4.327522","101.1453239","0","2","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","34","2026-07-26T09:23:16Z"
"mevnet-35","Pangkor Coral Bay Resort","PERAK","Majlis Perbandaran Manjung","4.210013","100.560202","0","2","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","35","2026-07-26T09:23:16Z"
"mevnet-36","Casuarina@Pangkor","PERAK","Majlis Perbandaran Manjung","4.2487132","100.5546684","0","2","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","36","2026-07-26T09:23:16Z"
"mevnet-37","Marina Island Pangkor Resort & Hotel (Suites","PERAK","Majlis Perbandaran Manjung","4.2105868","100.6037976","0","2","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","37","2026-07-26T09:23:16Z"
"mevnet-38","Marina Island Jetty Complex","PERAK","Majlis Perbandaran Manjung","4.2126485","100.6023089","0","2","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","38","2026-07-26T09:23:16Z"
"mevnet-39","Lotus's Manjung","PERAK","Majlis Perbandaran Manjung","4.2083138","100.6721478","0","8","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","39","2026-07-26T09:23:16Z"
"mevnet-40","AEON MALL SERI MANJUNG","PERAK","Majlis Perbandaran Manjung","4.219556","100.671139","2","8","0","2","Outdoor","Existing","31-Aug-24","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","40","2026-07-26T09:23:16Z"
"mevnet-41","McDonald's Sri Manjung 2 DT","PERAK","Majlis Perbandaran Manjung","4.215935","100.671167","0","2","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","41","2026-07-26T09:23:16Z"
"mevnet-42","Econsave Manjung","PERAK","Majlis Perbandaran Manjung","4.2097497","100.6794989","0","3","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","42","2026-07-26T09:23:16Z"
"mevnet-43","KOMPLEKS SUKAN BAGAN DATUK","PERAK","Majlis Perbandaran Teluk Intan","3.9653716","100.7865905","0","2","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","43","2026-07-26T09:23:16Z"
"mevnet-44","PETRONAS - Hutan Melintang","PERAK","Majlis Perbandaran Teluk Intan","3.898288","100.9378935","0","2","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","44","2026-07-26T09:23:16Z"
"mevnet-45","Anson Bay Medical Centre","PERAK","Majlis Perbandaran Teluk Intan","3.9930633","100.9959814","0","2","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","45","2026-07-26T09:23:16Z"
"mevnet-46","Lotus's Teluk Intan","PERAK","Majlis Perbandaran Teluk Intan","4.0171553","101.0269713","0","6","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","46","2026-07-26T09:23:16Z"
"mevnet-47","Starbucks Teluk Intan","PERAK","Majlis Perbandaran Teluk Intan","4.0202607","101.0233071","0","2","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","47","2026-07-26T09:23:16Z"
"mevnet-48","Grand Court Hotel","PERAK","Majlis Perbandaran Teluk Intan","4.0021204","101.0114377","0","2","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","48","2026-07-26T09:23:16Z"
"mevnet-49","TF Value-Mart Teluk Intan (Taman Melor)","PERAK","Majlis Perbandaran Teluk Intan","4.0158717","101.042624","0","4","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","49","2026-07-26T09:23:16Z"
"mevnet-50","Menara Condong Teluk Intan","PERAK","Majlis Perbandaran Teluk Intan","4.0251845","101.0193947","0","2","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","50","2026-07-26T09:23:16Z"
"mevnet-51","Teluk Intan Golf & Country Club","PERAK","Majlis Perbandaran Teluk Intan","3.997862","100.9459662","0","1","0","0","TM","Newly Proposed","2-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","51","2026-07-26T09:23:16Z"
"mevnet-52","Bidor Market","PERAK","Majlis Daerah Tapah","4.1108175","101.2866275","0","2","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","52","2026-07-26T09:23:16Z"
"mevnet-53","Pasaraya Bidor","PERAK","Majlis Daerah Tapah","4.1129797","101.2867747","0","2","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","53","2026-07-26T09:23:16Z"
"mevnet-54","District and Land Office Muallim","PERAK","Majlis Daerah Tanjung Malim","3.832558","101.4032176","0","1","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","54","2026-07-26T09:23:16Z"
"mevnet-55","Econsave Slim River","PERAK","Majlis Daerah Tanjung Malim","3.8432597","101.3938173","0","3","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","55","2026-07-26T09:23:16Z"
"mevnet-56","Proton Tanjung Malim Sdn Bhd","PERAK","Majlis Daerah Tanjung Malim","3.7387237","101.5120162","0","4","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","56","2026-07-26T09:23:16Z"
"mevnet-57","Dewan Kolej Harun Aminurrashid UPSI","PERAK","Majlis Daerah Tanjung Malim","3.7219379","101.5205491","0","1","0","0","TM","Newly Proposed","2-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","57","2026-07-26T09:23:16Z"
"mevnet-58","Segi Fresh Tanjung Malim","PERAK","Majlis Daerah Tanjung Malim","3.6940035","101.5166278","0","2","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","58","2026-07-26T09:23:16Z"
"mevnet-59","Pasar Awam Tapah","PERAK","Majlis Daerah Tapah","4.2131981","101.2572097","0","2","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","59","2026-07-26T09:23:16Z"
"mevnet-60","TF Value-Mart Tapah","PERAK","Majlis Daerah Tapah","4.1959241","101.2640789","0","3","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","60","2026-07-26T09:23:16Z"
"mevnet-61","TF Value-Mart Sungai Siput ( Perak )","PERAK","Majlis Perbandaran Kuala Kangsar","4.8298578","101.079961","0","3","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","61","2026-07-26T09:23:16Z"
"mevnet-62","Kuala Kangsar Municipal Council Cawangan Kuala Kangsar","PERAK","Majlis Perbandaran Kuala Kangsar","4.8135224","101.0847934","0","2","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","62","2026-07-26T09:23:16Z"
"mevnet-63","TF Value-Mart Kuala Kangsar","PERAK","Majlis Perbandaran Kuala Kangsar","4.7644138","100.9314804","0","3","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","63","2026-07-26T09:23:16Z"
"mevnet-64","Hotel Casuarina @ Kuala Kangsar","PERAK","Majlis Perbandaran Kuala Kangsar","4.769177","100.9457582","0","4","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","64","2026-07-26T09:23:16Z"
"mevnet-65","Muzium Diraja Kuala Kangsar","PERAK","Majlis Perbandaran Kuala Kangsar","4.7602323","100.9557333","0","2","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","65","2026-07-26T09:23:16Z"
"mevnet-66","PETRONAS - Padang Rengas","PERAK","Majlis Perbandaran Kuala Kangsar","4.7758833","100.850659","0","2","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","66","2026-07-26T09:23:16Z"
"mevnet-67","Dewan Inderawati","PERAK","Majlis Perbandaran Manjung","4.50256","100.7817158","0","1","0","0","TM","Newly Proposed","2-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","67","2026-07-26T09:23:16Z"
"mevnet-68","TF Value-Mart Pantai Remis","PERAK","Majlis Perbandaran Manjung","4.4397234","100.6217257","0","1","0","0","TM","Newly Proposed","2-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","68","2026-07-26T09:23:16Z"
"mevnet-69","Econsave Bagan Serai","PERAK","Majlis Daerah Kerian","5.0138309","100.5313719","0","3","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","69","2026-07-26T09:23:16Z"
"mevnet-70","Dewan Komuniti Bagan Serai","PERAK","Majlis Daerah Kerian","5.0103492","100.5399093","0","2","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","70","2026-07-26T09:23:16Z"
"mevnet-71","Mee Udang Parit 30 Kuala Kurau","PERAK","Majlis Daerah Kerian","5.009434","100.4073099","0","2","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","71","2026-07-26T09:23:16Z"
"mevnet-72","Mydin Mall Parit Buntar","PERAK","Majlis Daerah Kerian","5.1285567","100.4825592","0","8","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","72","2026-07-26T09:23:16Z"
"mevnet-73","Pasaraya Longwan Parit Buntar","PERAK","Majlis Daerah Kerian","5.1130695","100.4818954","0","2","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","73","2026-07-26T09:23:16Z"
"mevnet-74","Econsave Parit Buntar","PERAK","Majlis Daerah Kerian","5.1082749","100.4897766","0","3","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","74","2026-07-26T09:23:16Z"
"mevnet-75","TF Value-Mart Gerik","PERAK","Majlis Daerah Gerik","5.4318776","101.1276168","0","3","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","75","2026-07-26T09:23:16Z"
"mevnet-76","PETRONAS Gerik","PERAK","Majlis Daerah Gerik","5.4264776","101.1275922","0","2","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","76","2026-07-26T09:23:16Z"
"mevnet-77","Econsave Lenggong","PERAK","Majlis Daerah Lenggong","5.1081423","100.9684541","0","3","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","77","2026-07-26T09:23:16Z"
"mevnet-78","Tourism Complex Tasik Raban","PERAK","Majlis Daerah Lenggong","5.002241","100.9452899","0","2","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","78","2026-07-26T09:23:16Z"
"mevnet-79","Resort Tasik Raban","PERAK","Majlis Daerah Lenggong","5.0001281","100.9500504","0","2","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","79","2026-07-26T09:23:16Z"
"mevnet-80","Petronas Pengkalan Hulu","PERAK","Majlis Daerah Pengkalan Hulu","5.703049","100.9998797","0","2","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","80","2026-07-26T09:23:16Z"
"mevnet-81","Pasar Borong Batu Kurau","PERAK","Majlis Perbandaran Taiping","4.9743996","100.7989544","0","1","0","0","TM","Newly Proposed","2-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","81","2026-07-26T09:23:16Z"
"mevnet-82","The Banjaran Hotsprings Retreat","PERAK","Majlis Bandaraya Ipoh","4.6310761","101.1561254","0","4","0","0","TM","Newly Proposed","6-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","82","2026-07-26T09:23:16Z"
"mevnet-83","Axis Lounge","PERAK","Majlis Perbandaran Manjung","4.2597099","100.5919766","0","1","0","0","TM","Newly Proposed","2-Mar-23","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","83","2026-07-26T09:23:16Z"
"mevnet-84","WEIL HOTEL / IPOH PARADE","PERAK","Majlis Bandaraya Ipoh","4.5946965","101.090079","9","2","9","0","Indoor","Existing","31-Dec-24","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","84","2026-07-26T09:23:16Z"
